t,xapp,score,score_smoothed,trust_state,kind,attacking,seed,mal_class
67.0,benign_sched,0.3730461510265623,0.29267006987339006,HEALTHY,benign,False,0,A2
67.0,benign_kpm,0.3231280368995246,0.35475361535693983,HEALTHY,benign,False,0,A2
67.0,mal_A2,0.06858358917391592,0.1913657540134608,HEALTHY,A2,False,0,A2
68.0,benign_ho,0.2939608896341615,0.39421789522980766,HEALTHY,benign,False,0,A2
68.0,benign_sched,0.382094212932173,0.31055489848514667,HEALTHY,benign,False,0,A2
68.0,benign_kpm,0.8859262674297465,0.46098814577150116,HEALTHY,benign,False,0,A2
68.0,mal_A2,0.2683128441351462,0.2067551720377979,HEALTHY,A2,False,0,A2
69.0,benign_ho,0.44416116151878215,0.40420654848760257,HEALTHY,benign,False,0,A2
69.0,benign_sched,0.35773223568687634,0.3199903659254926,HEALTHY,benign,False,0,A2
69.0,benign_kpm,0.538820109368502,0.47655453849090135,HEALTHY,benign,False,0,A2
69.0,mal_A2,0.40579773007419245,0.2465636836450768,HEALTHY,A2,False,0,A2
70.0,benign_ho,0.36378775649231126,0.39612279008854434,HEALTHY,benign,False,0,A2
70.0,benign_sched,0.2945568420794772,0.31490366115628954,HEALTHY,benign,False,0,A2
70.0,benign_kpm,0.33331776517667727,0.44790718382805655,HEALTHY,benign,False,0,A2
70.0,mal_A2,0.2442954451805002,0.2461100359521615,HEALTHY,A2,False,0,A2
71.0,benign_ho,0.23515649167705818,0.36392953040624715,HEALTHY,benign,False,0,A2
71.0,benign_sched,0.22379106048846054,0.29668114102272375,HEALTHY,benign,False,0,A2
71.0,benign_kpm,0.28318612663621995,0.41496297238968927,HEALTHY,benign,False,0,A2
71.0,mal_A2,0.11624767925160817,0.22013756461205083,HEALTHY,A2,False,0,A2
72.0,benign_ho,0.4553997777921598,0.3822235798834297,HEALTHY,benign,False,0,A2
72.0,benign_sched,0.3334340593544953,0.3040317246890781,HEALTHY,benign,False,0,A2
72.0,benign_kpm,0.2993086603313782,0.3918321099780271,HEALTHY,benign,False,0,A2
72.0,mal_A2,0.2032302428624196,0.2167561002621246,HEALTHY,A2,False,0,A2
73.0,benign_ho,0.6979956977886423,0.4453780034644723,HEALTHY,benign,False,0,A2
73.0,benign_sched,0.2798846215309198,0.2992023040574464,HEALTHY,benign,False,0,A2
73.0,benign_kpm,0.5399328810820011,0.4214522641988219,HEALTHY,benign,False,0,A2
73.0,mal_A2,0.44083340028367585,0.26157156026643485,HEALTHY,A2,False,0,A2
74.0,benign_ho,0.3803431757534237,0.4323710379222626,HEALTHY,benign,False,0,A2
74.0,benign_sched,0.22067611294041564,0.2834970658340403,HEALTHY,benign,False,0,A2
74.0,benign_kpm,0.5633824287903142,0.44983829711712037,HEALTHY,benign,False,0,A2
74.0,mal_A2,0.400069499608004,0.2892711481347487,HEALTHY,A2,False,0,A2
75.0,benign_ho,0.40516421505363415,0.42692967334853693,HEALTHY,benign,False,0,A2
75.0,benign_sched,0.2649849345314811,0.27979463957352846,HEALTHY,benign,False,0,A2
75.0,benign_kpm,0.5321701588093245,0.4663046694555612,HEALTHY,benign,False,0,A2
75.0,mal_A2,0.2893396083515147,0.2892848401781019,HEALTHY,A2,False,0,A2
76.0,benign_ho,0.4198853109694218,0.42552080087271393,HEALTHY,benign,False,0,A2
76.0,benign_sched,0.27694129078613633,0.27922396981605,HEALTHY,benign,False,0,A2
