n_xapps,cpu_pct,cpu_pct_sd,o1_kbps,o1_kbps_sd,o1_kbps_per_xapp
5,1.1843925388333307,0.009766631932169282,1.2380875651041665,9.16530483418793e-05,0.24761751302083335
10,1.2060430764999979,0.021077288489233324,2.4732568359375,0.00012695312500001692,0.24732568359374998
20,1.2057285518333185,0.014999749212700069,4.9465625,0.00031238553811970926,0.24732812499999998
40,1.263613838333334,0.03317158861187588,9.889874674479167,0.0004501024482812909,0.24724686686197916
80,1.2982106414999883,0.01596003038512518,19.7791796875,0.0005633039028136814,0.24723974609375
160,1.414513038333305,0.02131260687914354,39.55641113281251,0.000704869120467492,0.24722756958007816
