tpr,fpr,latency,mal_class
0.9855555555555555,0.01888888888888889,13.0,A2
0.9788888888888889,0.022222222222222223,20.0,A2
0.9855555555555555,0.008703703703703703,13.0,A2
0.9844444444444445,0.02851851851851852,14.0,A2
0.9877777777777778,0.017962962962962962,12.0,A2
