tpr,fpr,latency,mal_class
0.99,0.026851851851851852,9.0,A1
0.9922222222222222,0.02277777777777778,7.0,A1
0.9922222222222222,0.012777777777777779,7.0,A1
0.9922222222222222,0.017777777777777778,7.0,A1
0.9888888888888889,0.01685185185185185,10.0,A1
